gene_symbol	Spearman_rho
ARHGEF7	-0.203876732
CCL28	-0.203743117
IQCA1	-0.203647678
FUT9	-0.20362859
SLC26A4	-0.203609503
CDO1	-0.203590415
GFPT1	-0.203514064
HBZ	-0.2034568
UBE2Q2L	-0.203399537
FAM131A	-0.203265922
TMEM241	-0.203227747
RILPL2	-0.20311322
RNF150	-0.203094132
CLSTN3	-0.203075044
LINC01551	-0.202998693
PPP4R4	-0.202979605
KCNQ2	-0.202922342
SERTM1	-0.202903254
C16orf89	-0.20276964
ACOX1	-0.202750552
NSD2	-0.202674201
MFAP1	-0.202655113
ABCB6	-0.202655113
BFSP1	-0.202636025
MBOAT7	-0.202616937
MCUB	-0.202464235
PLPPR3	-0.202445147
ZBTB4	-0.202445147
B4GALT5	-0.202406972
UBE2N	-0.202292445
NT5DC3	-0.20215883
HENMT1	-0.202120655
SLC10A4	-0.202120655
DCAF5	-0.202082479
CCK	-0.20198704
SOWAHA	-0.201967952
CGGBP1	-0.201948865
KLHDC9	-0.201910689
ALDH5A1	-0.201910689
MARCH4	-0.201872513
SLC25A14	-0.20181525
DNAH2	-0.201796162
FAM171A2	-0.201757987
GOLM1	-0.201738899
TCEANC	-0.201700723
DCX	-0.201662548
WIZ	-0.201605284
SGPP1	-0.201528933
TLN2	-0.201452582
TTLL12	-0.20129988
VPS26B	-0.201280792
AP5S1	-0.201223528
RWDD3	-0.201185353
USP7	-0.201109002
CCNY	-0.201089914
ABCC6	-0.201013563
COLQ	-0.200899036
HSPB11	-0.200727246
GPR88	-0.200650895
LCMT2	-0.200631807
IMMP2L	-0.200631807
SUB1	-0.200612719
PRKAG1	-0.200574543
STOX1	-0.200498192
GNG4	-0.200460017
UHRF2	-0.200402753
C2orf74	-0.200383665
CCDC28A	-0.200383665
SHISAL1	-0.200364578
TOR3A	-0.200307314
ACTR3B	-0.200230963
TMED9	-0.200211875
CCDC103	-0.2001737
CAP2	-0.2001737
RBBP7	-0.200154612
NAV3	-0.200135524
ATP6V1G2	-0.199944646
MARC1	-0.199925558
ADGRB3	-0.199906471
SORBS2	-0.199887383
PPM1M	-0.199868295
CAMK2D	-0.19973468
VASN	-0.19973468
LRFN2	-0.199696505
MED14OS	-0.199677417
EZR	-0.199543802
SLC25A46	-0.199524715
CPNE7	-0.199505627
ACBD7	-0.199314749
C11orf97	-0.199238398
ZNF618	-0.199238398
TPM3P9	-0.19921931
TEK	-0.199200222
EIF4E	-0.199200222
RIIAD1	-0.199162047
TRABD2A	-0.199142959
ACSL4	-0.199142959
NYNRIN	-0.199123871
CCDC32	-0.199085695
ATRN	-0.198894817
PPP3R1	-0.198818466
NUDT9P1	-0.198799378
RTN1	-0.198761203
TTC5	-0.198684852
GSTM2	-0.198665764
TMEM100	-0.198646676
GTF3C4	-0.198570325
LOC285097	-0.19843671
SPOP	-0.198398535
TOMM20	-0.198379447
L3MBTL4	-0.198322184
RHBDD2	-0.19826492
GPR155	-0.198245832
AP4B1	-0.198131306
CENPVL3	-0.19809313
SLC7A4	-0.198016779
ZNF280C	-0.198016779
PDHA1	-0.197940428
KLHL18	-0.197902252
RAB39B	-0.197902252
RPL21P44	-0.197711374
CDT1	-0.197463233
NR2F2	-0.197444145
SMIM10L2A	-0.197444145
MLEC	-0.197444145
SPRN	-0.197386882
GUCY1A1	-0.197215092
RNF8	-0.197176916
RAC2	-0.197157828
SLC27A2	-0.197100565
MEIS3	-0.197062389
DPYSL3	-0.197005126
CDC40	-0.19679516
GALNT17	-0.196776072
RSPH9	-0.196699721
SRSF7	-0.196527931
AMFR	-0.196508843
RAPGEF4	-0.196375229
CMSS1	-0.196337053
NPM3	-0.196317965
MAPK8IP2	-0.196241614
ANO5	-0.196203438
WNT5A	-0.196165263
SKAP2	-0.196146175
LRRC73	-0.196107999
SNAI3-AS1	-0.196107999
RNF145	-0.196069824
IL17D	-0.195993473
NOL9	-0.195993473
PDE2A	-0.195974385
EMX2OS	-0.195917122
JPH3	-0.19584077
CALHM2	-0.19584077
ZNF541	-0.195821683
OR14I1	-0.195726244
SYNGR3	-0.195592629
MYB	-0.195573541
KCTD13	-0.195554453
AIMP1	-0.195516278
SLC24A3	-0.195478102
HK1	-0.195439927
PPM1N	-0.195249049
P2RX5	-0.195115434
CNN3	-0.195077259
GLI1	-0.195039083
CORO1A	-0.194905468
SYN2	-0.194829117
CEP72	-0.194752766
IL33	-0.194695503
GGCT	-0.194657327
NIT2	-0.194619152
HINT1	-0.194580976
ATP2B4	-0.194313747
PPM1K	-0.194256483
FARS2	-0.194256483
CNIH2	-0.194237396
SSTR1	-0.194237396
BAIAP3	-0.194161044
LRRC3B	-0.194103781
R3HDM1	-0.194046518
LINC01184	-0.193970166
UROS	-0.19385564
TSPAN11	-0.193836552
PCMT1	-0.193741113
KCTD21	-0.193492972
WIF1	-0.193473884
FGFR3	-0.193225743
SMAD3	-0.193206655
ATP2C1	-0.193187567
ADNP	-0.193130304
DNAJC14	-0.193015777
ERC2	-0.192958513
PTPRR	-0.192958513
CHCHD1	-0.19290125
HPCAL1	-0.19272946
APLP2	-0.19272946
KYAT3	-0.19272946
DSN1	-0.19272946
RUBCN	-0.192634021
SYNGR1	-0.192595845
TMEM263	-0.19255767
TMEM159	-0.192538582
NRCAM	-0.192519494
KCNG1	-0.192500406
TNS3	-0.192500406
C2orf69	-0.192462231
WASF1	-0.192328616
LOC103344931	-0.192309528
CEBPD	-0.192290441
GNG12	-0.192271353
LINC00595	-0.192233177
TUBB8	-0.192137738
PACRG	-0.192099563
MZT1	-0.192080475
PKIG	-0.192023211
MCFD2	-0.192023211
TMEM176A	-0.19194686
DYRK2	-0.19194686
PPP1R9B	-0.191927772
FAM20B	-0.191908685
PRKCD	-0.191736895
OSCP1	-0.191736895
RUNDC3A	-0.191736895
ZMYM3	-0.191717807
GRIN3A	-0.191698719
ATP23	-0.191641456
FABP7	-0.191469665
RPL13	-0.191393314
USF3	-0.191393314
INPP4A	-0.191393314
PACSIN1	-0.191393314
ACTG1	-0.191374226
ZNF483	-0.191355139
YAP1	-0.191336051
TOX	-0.191336051
TCEAL3	-0.191183349
CMIP	-0.191183349
PIPSL	-0.191183349
RPL13AP3	-0.191145173
SMG6	-0.191011558
PEX19	-0.190992471
TPRG1L	-0.190916119
NFYA	-0.190897032
PUS7L	-0.190801593
MAZ	-0.190515276
C1orf189	-0.19030531
SYT1	-0.190190783
SELENOI	-0.190152608
SYT13	-0.190114432
COQ7	-0.190076256
FSIP1	-0.190057169
COPS8	-0.190018993
NORAD	-0.189999905
BOLA3-AS1	-0.18996173
DNAJC7	-0.189847203
ATP6V0A4	-0.189694501
ACVR2B	-0.189656325
NCAM2	-0.189579974
PRPS1L1	-0.189579974
EBNA1BP2	-0.189560886
HGF	-0.189446359
GRIA3	-0.189427271
HMGN2	-0.189312745
TOX3	-0.189274569
ZNF578	-0.189255481
SGTB	-0.18917913
WTIP	-0.189121867
HPRT1	-0.189121867
NTSR1	-0.189064603
ZNF71	-0.188950077
RAB4A	-0.188930989
MGST1	-0.18883555
PSMA6	-0.188816462
SNTA1	-0.188682847
NMNAT2	-0.188644672
LRRC56	-0.188625584
TTC19	-0.188549233
KLHL25	-0.188549233
YPEL1	-0.188415618
ANO3	-0.188320179
AMBRA1	-0.188262916
RIPOR2	-0.188243828
SNHG8	-0.188167477
TPD52	-0.188091126
GDF10	-0.188072038
RTL8A	-0.188033862
WNT4	-0.187938423
NOS2	-0.187938423
NMU	-0.18788116
TPK1	-0.187842984
NRSN1	-0.187766633
GSTA4	-0.187652107
HMGB3	-0.187518492
TNNI3	-0.187499404
TOM1L1	-0.187499404
SMIM14	-0.187480316
CYB561	-0.187423053
APBA1	-0.18736579
PSMD11	-0.187346702
CALML3	-0.187003122
ERLEC1	-0.187003122
PGAP1	-0.186984034
VPS29	-0.186984034
CUL4A	-0.186964946
GSTM4	-0.186964946
ENTPD6	-0.18675498
DVL1	-0.186735892
FAM71F1	-0.186678629
RIPK2	-0.186640453
FAM149A	-0.186621366
SCOC	-0.186602278
MFGE8	-0.186487751
BTBD10	-0.186449576
CD8A	-0.1864114
ANKRD50	-0.186335049
RAPGEF2	-0.186315961
TIGD6	-0.18623961
SLC16A2	-0.186201434
MYBPC1	-0.186086907
TMEM17	-0.186048732
Sep 09	-0.186029644
EFEMP1	-0.186010556
ITPRIPL2	-0.185972381
IPO8	-0.185972381
IL17RB	-0.185896029
SUDS3	-0.185876942
JAG2	-0.185762415
AMIGO2	-0.185743327
PCDH20	-0.185666976
DPY19L1	-0.185647888
RAP2B	-0.185609713
PPIA	-0.185609713
SURF6	-0.185590625
ITPKA	-0.185571537
KLK10	-0.185552449
SH3RF1	-0.185533361
SPATC1L	-0.18545701
PPP1R26	-0.18545701
BECN1	-0.185399747
ASCC3	-0.185342483
MAFK	-0.18528522
FOXJ3	-0.185247044
LINC00461	-0.185247044
CCDC158	-0.185208869
UAP1	-0.185151605
RFC2	-0.185151605
MARF1	-0.185094342
UBE3C	-0.185075254
AKT3	-0.185056167
PTER	-0.185037079
GMFB	-0.184998903
CYP1B1	-0.184979815
CXorf57	-0.184960728
SERINC1	-0.184922552
TDRKH	-0.184903464
PTHLH	-0.184865289
DACH2	-0.184846201
ABCC12	-0.184827113
RNF187	-0.184788937
GPALPP1	-0.184750762
DCAF15	-0.184731674
GSPT2	-0.184712586
MID1	-0.184693498
HRH1	-0.184674411
NHLRC1	-0.184674411
IMPACT	-0.184598059
ZC3HAV1	-0.184578972
UBE2Z	-0.184559884
CNR1	-0.184445357
TMPO	-0.184407182
PSEN2	-0.184369006
PACS1	-0.18433083
REXO5	-0.184311743
ATP6V0C	-0.184101777
CHPT1	-0.184063601
MAGEE1	-0.184025426
KCNN2	-0.183968162
NUDT2	-0.183949074
PPP2CB	-0.183929987
RBM18	-0.183910899
BEND5	-0.183853635
NETO2	-0.183700933
SRSF4	-0.183681845
CCDC85A	-0.183567319
KLHDC8B	-0.183529143
GPC6	-0.183510055
UQCC3	-0.183433704
CALHM6	-0.183395528
CETN2	-0.183319177
ZNF251	-0.183300089
LYPD1	-0.183261914
NOTCH2	-0.183242826
DAPK1	-0.18320465
GNAQ	-0.182994685
PDE1A	-0.182937421
CSDE1	-0.182918334
GTF2F1	-0.182822895
BDNF	-0.182822895
ORC6	-0.182803807
CACNA2D1	-0.182803807
JAKMIP1	-0.182803807
E2F1	-0.182746543
SRPK2	-0.182670192
TOMM40L	-0.182555665
CYGB	-0.182536578
ZCCHC12	-0.182479314
RGS14	-0.182479314
COCH	-0.182402963
PINLYP	-0.182383875
C1orf216	-0.1823457
CDKN2AIPNL	-0.182326612
PEX11A	-0.182326612
INTU	-0.182288436
MTCH1	-0.182231173
NTRK2	-0.182212085
TMEM51	-0.182212085
DYDC2	-0.182135734
UMPS	-0.182116646
PNPLA4	-0.182078471
ZNF329	-0.181963944
PANK3	-0.181887593
LSM4	-0.181849417
BRF2	-0.181830329
SENP3	-0.181830329
FBXO44	-0.18173489
LOC101060391	-0.181658539
PDGFC	-0.181620364
SUSD4	-0.181620364
VPS37D	-0.181486749
IL27RA	-0.181448573
FOXRED2	-0.181410398
TMEM54	-0.18139131
LOC100506125	-0.18139131
NWD1	-0.181314959
GTF2H4	-0.181295871
MEGF9	-0.181085905
RTF1	-0.180895027
MARC2	-0.18087594
TMOD3	-0.18087594
SSPN	-0.180799588
TEX30	-0.180704149
ANK3	-0.180532359
UBE2B	-0.180513271
CHST1	-0.180494184
BTC	-0.180456008
DHDH	-0.180341481
ZNF727	-0.180322394
WDR31	-0.180246042
EXOSC7	-0.180226955
TOLLIP	-0.180207867
LGR4	-0.180188779
HACE1	-0.180112428
ERICH6-AS1	-0.180016989
MAGEH1	-0.179959725
UBE2L6	-0.179902462
WIPI2	-0.179845199
TATDN2	-0.17974976
LOC102724156	-0.179692496
TMEM200A	-0.179692496
LOC441052	-0.17957797
MESP1	-0.179520706
TXN	-0.179520706
TRAPPC3	-0.179520706
MTHFD1L	-0.179520706
WNT10B	-0.179444355
FAM174A	-0.179425267
ELOC	-0.179387092
FILIP1	-0.179387092
ALK	-0.179329828
GABBR1	-0.179272565
JAG1	-0.179272565
TYRP1	-0.179234389
TRIM8	-0.179215301
NFKBIE	-0.17896716
PPP1R11	-0.17896716
RAB3GAP1	-0.178928985
PTPRJ	-0.17879537
DTX4	-0.178757194
EHBP1L1	-0.178738107
ZNF469	-0.178738107
CKAP4	-0.178699931
LOC642852	-0.178680843
PEA15	-0.178661755
RNF44	-0.178547229
MAPK13	-0.178509053
COG5	-0.178394526
STMN2	-0.178394526
GABRA5	-0.178356351
B4GALT2	-0.178356351
NUDT17	-0.178222736
DNAAF4	-0.178184561
URB1-AS1	-0.178184561
ZNF706	-0.178146385
OAZ1	-0.178127297
PRELID1	-0.178050946
SH3BGRL2	-0.177993683
PLVAP	-0.177936419
MR1	-0.177707366
EPS15	-0.177650102
TYW5	-0.177592839
CHTF8	-0.177554663
CTXND1	-0.1774974
PPOX	-0.177401961
PTGES	-0.177363785
IGFBP5	-0.177344698
DOLPP1	-0.17732561
CEP170B	-0.176943854
MTMR9	-0.176905678
BORCS7	-0.176810239
TTPA	-0.1767148
LETMD1	-0.176600274
UBQLN4	-0.176504835
RAB26	-0.176504835
EFHB	-0.176333044
CBR3	-0.176313957
SART3	-0.176313957
CRYZL1	-0.176313957
GYG2P1	-0.176313957
SLC22A10	-0.176237606
LOR	-0.176180342
WNT5B	-0.176103991
DCK	-0.175913113
FAM107A	-0.175894025
NKAIN3	-0.175817674
VPS35	-0.175760411
LZTFL1	-0.175722235
CDH10	-0.175626796
RSPH1	-0.175493182
SHOC2	-0.175493182
FBXO17	-0.175340479
FUT10	-0.175283216
GBF1	-0.175264128
DYNLT3	-0.17524504
CHD3	-0.175225952
FADS3	-0.175168689
RNASEH2B	-0.175149601
SAP130	-0.175130513
LGALSL	-0.175111426
DNAJB14	-0.175054162
DIO3	-0.175035074
SLIT1	-0.175015987
SCARA5	-0.174977811
CCDC110	-0.174958723
SRP19	-0.174920548
ARHGAP6	-0.174863284
SGSM2	-0.174825109
CAMK1G	-0.174748758
PCSK5	-0.174653319
CA4	-0.174653319
ZZZ3	-0.174653319
GEMIN4	-0.174634231
MEA1	-0.174538792
SNTG2	-0.174538792
RNF214	-0.174538792
HSDL1	-0.174405177
SPIN2B	-0.174271563
LOXL1	-0.174252475
BPHL	-0.174061597
PWWP2B	-0.174023421
ARF4	-0.173966158
PP7080	-0.173889807
PLAC9	-0.173870719
TRO	-0.173870719
EIF4H	-0.173870719
MANEAL	-0.173832543
LOC440040	-0.173737104
TUBB3	-0.173737104
KIAA1191	-0.173737104
CYTOR	-0.173622578
CNN1	-0.173584402
LINC02482	-0.173488963
PRORSD1P	-0.173450788
ARL14EP	-0.173412612
GRM5	-0.173412612
TMEM108	-0.173374436
ATXN7L3	-0.173298085
DHX58	-0.173278997
ZDHHC7	-0.173221734
FAM167A	-0.17299268
ZSWIM9	-0.172935417
FBXO41	-0.172859066
EHD3	-0.172725451
PLXNC1	-0.172706364
NAP1L3	-0.172668188
TBC1D25	-0.1726491
CYB5D2	-0.172534573
PRSS23	-0.172534573
FAM220A	-0.172515486
C1orf109	-0.172458222
KIF2A	-0.172439134
KRBOX1	-0.172439134
UBA5	-0.172439134
RBP4	-0.172400959
FREM3	-0.172324608
FAM102B	-0.172248256
MYO9A	-0.172229169
PRRC2B	-0.172210081
PARVB	-0.172190993
DCUN1D4	-0.172114642
MARS	-0.172095554
KCNK6	-0.172076466
DLG2	-0.172057379
DACT1	-0.172019203
MDFIC	-0.172019203
TXNRD3	-0.172019203
MMD	-0.171942852
MAGI2	-0.171923764
PPAT	-0.171923764
TNPO2	-0.171923764
PYCR3	-0.171847413
MED10	-0.171828325
RNF43	-0.171751974
STX7	-0.171599271
ZNF818P	-0.17152292
ZNF208	-0.171503833
PUM1	-0.171484745
NPHS1	-0.171465657
PGPEP1	-0.171465657
FAM210A	-0.171427481
VGF	-0.171389306
FAM49A	-0.171370218
HEY1	-0.171370218
SPR	-0.17135113
RPL22	-0.171293867
MFN2	-0.171274779
SUMO2	-0.171141164
METTL5	-0.171083901
CCNC	-0.171064813
RIN1	-0.17100755
DIRAS3	-0.170912111
GRIPAP1	-0.170912111
GABRA3	-0.170854847
MGAT5B	-0.17083576
WNT7B	-0.170816672
RSL1D1	-0.170759409
SLC9B2	-0.170702145
SH2D2A	-0.170683057
ACYP1	-0.170625794
GNG10	-0.170530355
C5orf30	-0.170511267
PLAC9P1	-0.170492179
GRIK1	-0.170473092
NEUROD2	-0.170434916
HRAS	-0.170377653
GABARAPL3	-0.170377653
DUSP2	-0.170339477
TMIE	-0.170320389
SUFU	-0.170282214
YWHAG	-0.170205862
RNF111	-0.170205862
DLL3	-0.170167687
TNNT1	-0.170167687
CLTC	-0.170148599
RAD23B	-0.170129511
ANKRD10	-0.170129511
HS2ST1	-0.170129511
BCRP2	-0.170014985
FILIP1L	-0.169976809
TPST1	-0.169957721
PSME3	-0.169957721
OR5B17	-0.169766843
PHOSPHO2	-0.16970958
CIB2	-0.16970958
LYRM4	-0.169633229
EID2	-0.169575965
UBE2S	-0.169575965
TTC3P1	-0.16953779
VAMP2	-0.169461439
WWC1	-0.169442351
TM2D3	-0.169385087
BORCS8	-0.169385087
C17orf80	-0.169346912
MAD2L2	-0.169270561
ONECUT1	-0.169117858
BAX	-0.169060595
C6orf118	-0.169041507
PRSS3P2	-0.169041507
KCTD6	-0.168946068
SGSH	-0.168888805
POMP	-0.16875519
SIN3A	-0.168717015
LINC00839	-0.168697927
RBM15B	-0.168640663
RHEBL1	-0.168621576
HIPK1-AS1	-0.168487961
DOCK3	-0.168430698
TAF6	-0.16841161
ERBB4	-0.168354346
FANCF	-0.168354346
AIFM2	-0.168316171
FAM13A	-0.168277995
CACUL1	-0.16823982
CACYBP	-0.168163468
NAIF1	-0.168144381
ZNF512B	-0.168125293
EIF4ENIF1	-0.168106205
C1QL1	-0.168048942
FRAS1	-0.167972591
ADGRA3	-0.167896239
CASQ1	-0.167858064
SH3KBP1	-0.167819888
CELF4	-0.167762625
PRKCG	-0.167762625
B4GALNT4	-0.167743537
MDM1	-0.167686274
PDPK1	-0.167686274
FAM169A	-0.167686274
MRPS23	-0.167667186
OTUD6B-AS1	-0.167667186
SNU13	-0.167590835
ST8SIA3	-0.167533571
SYP	-0.167476308
COA6	-0.167342693
SDS	-0.167247254
SLC4A3	-0.167228167
CCDC189	-0.167170903
CFAP52	-0.167094552
ZCWPW2	-0.167075464
VPS41	-0.167037289
FAM76A	-0.167018201
NR1H3	-0.167018201
PDE6H	-0.166980025
PCDHAC2	-0.166980025
PLEKHB2	-0.166960937
GPC4	-0.166960937
IL13RA2	-0.166865498
ZIC5	-0.16677006
CPLX3	-0.166712796
PPP3CB	-0.166674621
POLR3F	-0.166674621
COMTD1	-0.166636445
TSNAX	-0.166636445
TRH	-0.166521918
KCTD10	-0.166521918
FARP1	-0.16650283
FNDC9	-0.166407391
SYN1	-0.166407391
BOD1L2	-0.166388304
BATF3	-0.166216513
KNTC1	-0.166178338
ATXN10	-0.16615925
USP18	-0.166140162
CPNE6	-0.166101987
SMARCA2	-0.166063811
FZD9	-0.166025636
PLIN5	-0.16598746
ARHGAP20	-0.165968372
SLC44A3	-0.165911109
ARPC1A	-0.165758406
NUDT21	-0.165758406
UBE2M	-0.165586616
ETS2	-0.165510265
CCT8	-0.165433914
KCNK3	-0.165376651
BUD31	-0.165376651
FKBP1B	-0.165300299
GHITM	-0.165300299
STAR	-0.165147597
BABAM1	-0.165128509
TMEM59L	-0.165128509
SUMF1	-0.165109421
ARHGEF28	-0.164994895
ADSS	-0.164918543
PRSS35	-0.164899456
SIMC1	-0.164899456
SLC1A4	-0.164842192
RNF157-AS1	-0.164842192
SRP72	-0.164842192
ZFP64	-0.164823104
FZD1	-0.164784929
EYA2	-0.16468949
PLCB2	-0.164632227
SRSF12	-0.164613139
HIC2	-0.164594051
SMIM19	-0.164536788
RBBP6	-0.164498612
MACROD2	-0.164460436
BMPR1B	-0.164422261
PRPS1	-0.164422261
STMN4	-0.164422261
HTR1A	-0.164384085
ZCCHC18	-0.164364997
BAIAP2	-0.164307734
C1D	-0.164307734
TCEA3	-0.164193207
STK16	-0.164193207
WDR66	-0.164174119
GNG2	-0.164155032
CHAMP1	-0.164135944
CHSY3	-0.164135944
CENPW	-0.164116856
KCNMB2	-0.164116856
FAM213B	-0.164097768
DHRS7B	-0.16407868
MAFG	-0.164002329
LDOC1	-0.163945066
SLC37A3	-0.163811451
AFAP1	-0.163811451
MYOM1	-0.163811451
TIMM10B	-0.1637351
CACNA1B	-0.163716012
TPM3	-0.163716012
NADK	-0.163677837
SLC35G2	-0.163658749
NDRG2	-0.163639661
ADRA1B	-0.163486959
JKAMP	-0.163429695
DNAH5	-0.16339152
GTF3C6	-0.163143379
LOC100419583	-0.162952501
SYNPO	-0.162952501
TNFAIP8L3	-0.162876149
TP53TG3D	-0.162839528
RASGRP2	-0.162837974
PRKACB	-0.162837974
GPAM	-0.162837974
RNF175	-0.16278071
EED	-0.162761623
SMIM29	-0.162742535
ERLIN1	-0.162628008
CEBPZOS	-0.162589833
FBXW2	-0.162589833
GRSF1	-0.162513481
RNF182	-0.162475306
SLC39A4	-0.16243713
PTPN20	-0.162418042
PUSL1	-0.162398955
COPZ1	-0.162227164
NSA2	-0.162188989
KIAA1549L	-0.162169901
PBXIP1	-0.162150813
AGAP3	-0.162131725
CNGB1	-0.162036286
NRAS	-0.162036286
SHF	-0.161979023
CASTOR1	-0.161959935
TMEM248	-0.161959935
APTR	-0.161940848
WDR7	-0.161940848
CALM1	-0.161902672
CENPT	-0.161654531
GDI2	-0.161444565
CYLD	-0.161444565
ZNF770	-0.161444565
SLC1A6	-0.161368214
GS1-124K5.4	-0.161368214
ABR	-0.161349126
RCHY1	-0.161330038
PAXIP1-AS1	-0.16131095
PPP2R5C	-0.161253687
LETM1	-0.161100985
PEX14	-0.161024633
ETFRF1	-0.160986458
TNFAIP6	-0.160986458
VPS26A	-0.160948282
RPS29	-0.160910107
HMGA1	-0.160833755
RTN4RL2	-0.16079558
KDM5B	-0.160757404
CRH	-0.160757404
CCIN	-0.160661965
DEAF1	-0.160661965
ARHGDIG	-0.160642878
DNALI1	-0.160528351
RAB36	-0.160452
EPHA5-AS1	-0.160432912
FAM129B	-0.160394736
IRX3	-0.160299297
RFC3	-0.160280209
LOC644936	-0.160261122
ANTXR1	-0.160222946
LINC00506	-0.160108419
TNFAIP2	-0.160070244
ARID4A	-0.16001298
RIDA	-0.16001298
NABP2	-0.159993892
NPY1R	-0.159974805
FTCD	-0.159955717
AKTIP	-0.159955717
KIF21B	-0.159898454
OXTR	-0.159879366
OAT	-0.15984119
GPI	-0.159803015
BCAS2	-0.159726663
RNF7	-0.159631224
GRASP	-0.159612137
TNFAIP8L1	-0.159593049
MSRA	-0.159554873
FNDC11	-0.159535785
DENND3	-0.15949761
CCNDBP1	-0.159421259
CALM3	-0.159383083
ULK1	-0.159344907
PARPBP	-0.159344907
METTL7A	-0.159287644
CXADR	-0.159268556
TCEA2	-0.159230381
LOC101927278	-0.159192205
POLE3	-0.159134942
DNAJC2	-0.159058591
PDLIM5	-0.159001327
FBXO2	-0.158982239
WAC-AS1	-0.158963152
CSGALNACT1	-0.158944064
RUBCNL	-0.158905888
CHCHD2	-0.158867713
TCF7L1	-0.158810449
EMC9	-0.15871501
PARVA	-0.15871501
KIAA1024	-0.158695922
PKP3	-0.158695922
SLITRK5	-0.158676835
NTSR2	-0.158676835
PCDH1	-0.158657747
SMCO2	-0.158600484
SMAD1	-0.158524132
FAM3C	-0.158524132
SLC9A7	-0.158505045
CEP68	-0.158485957
SRM	-0.158466869
ZNF239	-0.158428693
EXOC3-AS1	-0.158409606
ICE1	-0.158409606
TM7SF3	-0.15837143
PRDM10	-0.158314167
B9D1	-0.158275991
C22orf23	-0.158256903
PABPC1L2A	-0.15819964
PHLDA2	-0.158123289
PSMD3	-0.158066025
ARL6	-0.158046937
PYDC1	-0.158008762
MUT	-0.157951498
PDCD2L	-0.157932411
HSPBP1	-0.157894235
RALYL	-0.15785606
SLC27A5	-0.157817884
LRRC20	-0.157798796
FUT4	-0.157760621
CARMIL1	-0.157646094
LINC01664	-0.157569743
CFAP61	-0.157569743
TYRO3	-0.157550655
TSTD1	-0.157531567
ZNF554	-0.157512479
ECT2	-0.157512479
SYT17	-0.157512479
TTPAL	-0.157512479
IQSEC1	-0.157493391
PARP11	-0.157493391
PTCD2	-0.157436128
RPL4	-0.157436128
KLF6	-0.157359777
RTL8C	-0.157359777
TRIM17	-0.157283426
LOC105377621	-0.157264338
SLC12A7	-0.157130723
HADH	-0.157035284
MGAT4B	-0.157016197
TSN	-0.156997109
TBC1D13	-0.156978021
TAT	-0.156863494
GTPBP1	-0.156844406
SLC24A1	-0.156825319
SLC25A42	-0.156806231
HSP90B1	-0.15672988
CDR2	-0.156710792
DNAJC13	-0.156710792
TRAIP	-0.15655809
PRPF18	-0.156539002
BET1	-0.156500826
SAP25	-0.156443563
CAPS2	-0.156443563
ZNF75D	-0.156424475
RFX2	-0.156405387
GTF2E2	-0.156386299
FBXW9	-0.156309948
DHRS4	-0.156309948
KPNB1	-0.156309948
ZNF382	-0.156309948
RMND1	-0.15629086
KIAA0368	-0.156233597
TRAF3	-0.156138158
MOXD1	-0.156138158
POMGNT2	-0.15611907
TUBB2A	-0.156061807
SLC25A23	-0.156042719
SH3YL1	-0.155985456
CMPK2	-0.155966368
EFEMP2	-0.155890017
SLC4A11	-0.155890017
CCDC24	-0.155870929
L1CAM	-0.155794578
PLEKHO2	-0.155737314
C3orf80	-0.155641875
MAP2K4	-0.155622788
ZNF263	-0.155622788
PLPPR4	-0.1556037
FAM47E	-0.155470085
GLRX5	-0.155450997
PON3	-0.155450997
CCDC106	-0.15543191
GTF2F2	-0.155374646
SGSM3	-0.155355558
CHID1	-0.155279207
TSPAN12	-0.155260119
KDM1B	-0.155241032
ARFGAP2	-0.155164681
GNB5	-0.155126505
NFE2L1	-0.155107417
ALDH9A1	-0.155107417
YPEL5	-0.155069242
TNIK	-0.155069242
ADCY7	-0.155031066
SLC2A10	-0.155011978
BMP2K	-0.154954715
LCN6	-0.154859276
LSM14B	-0.1548211
RPS7	-0.154802012
WFDC1	-0.154744749
TNFRSF14	-0.154668398
PPP3R2	-0.15464931
AP3M2	-0.154630222
NDUFB1	-0.15447752
C19orf57	-0.15447752
MAEA	-0.154439344
BHMT2	-0.154420257
EIF1AY	-0.154401169
PNMA1	-0.154324818
AHCY	-0.154229379
KCNIP1	-0.154210291
LRRTM3	-0.154210291
NPTX1	-0.154191203
VCPKMT	-0.154172115
TMEM203	-0.15413394
C9orf72	-0.154114852
LOC100507351	-0.154095764
LOC100996385	-0.154057588
SUMO1P1	-0.154038501
GTF3C1	-0.154038501
RFLNB	-0.154019413
HTR3B	-0.153962149
MED24	-0.153923974
AACS	-0.153885798
ZNF793	-0.153885798
COA3	-0.153847623
OR5V1	-0.153809447
ASH1L-AS1	-0.153809447
VIT	-0.153790359
ATP6V0A1	-0.153771272
FAM184A	-0.153733096
CDK17	-0.153714008
YWHAB	-0.153675833
ZBTB44	-0.153618569
LCMT1	-0.153580394
FOXN3-AS1	-0.153542218
FGFR1OP2	-0.15352313
AKAP5	-0.153465867
THTPA	-0.153446779
SHANK2	-0.153427691
TRIM27	-0.153408603
NTRK3	-0.153408603
HPDL	-0.153389516
BBOX1	-0.153313164
AREL1	-0.153236813
GOLGB1	-0.153198638
CHRNA4	-0.153198638
SAYSD1	-0.15317955
ASCL2	-0.153160462
DSTN	-0.153160462
UCHL3	-0.153122287
PCYOX1L	-0.153122287
